factor_name,group,subgroup,short_description,doc_id
AstIntanPY,Balance Sheet,Assets-Noncurrent,"Intangible Assets, Previous Year",875
AstIntanPYQ,Balance Sheet,Assets-Noncurrent,"Intangible Assets, Previous Quarter 1 Year Ago",875
AstIntanQ,Balance Sheet,Assets-Noncurrent,"Intangible Assets, Latest Quarter",875
AstIntanRegEstANN,Balance Sheet,Assets-Noncurrent,"Intangible Assets, Ten Year Regression Estimate",875
AstIntanRegEstTTM,Balance Sheet,Assets-Noncurrent,"Intangible Assets, Five Year Regression Estimate",875
AstIntanRegGr%ANN,Balance Sheet,Assets-Noncurrent,"Intangible Assets, Ten Year Regression Estimate",875
AstIntanRegGr%TTM,Balance Sheet,Assets-Noncurrent,"Intangible Assets, Five Year Regression Growth",875
AstIntanRSD%ANN,Balance Sheet,Assets-Noncurrent,"Intangible Assets, Ten Year Relative Standard Deviation",875
AstIntanRSD%TTM,Balance Sheet,Assets-Noncurrent,"Intangible Assets, Five Year Relative Standard Deviation",875
AstIntanTTM,Balance Sheet,Assets-Noncurrent,"Intangible Assets, Trailing 12 Months",875
AstNonCurOther%AssetsA,Balance Sheet,Assets-Noncurrent,"Non-Current Assets Other, % of Annual Assets",884
AstNonCurOther%AssetsQ,Balance Sheet,Assets-Noncurrent,"Non-Current Assets Other, % of Quarterly Assets",884
AstNonCurOther3YAvg,Balance Sheet,Assets-Noncurrent,"Non-Current Assets Other, Three Year Average",884
AstNonCurOther5YAvg,Balance Sheet,Assets-Noncurrent,"Non-Current Assets Other, Five Year Average",884
AstNonCurOtherA,Balance Sheet,Assets-Noncurrent,"Non-Current Assets Other, Latest Year",884
AstNonCurOtherGr%10Y,Balance Sheet,Assets-Noncurrent,"Non-Current Assets Other, Ten Year Annualized Growth",884
AstNonCurOtherGr%3Y,Balance Sheet,Assets-Noncurrent,"Non-Current Assets Other, Three Year Annualized Growth",884
AstNonCurOtherGr%5Y,Balance Sheet,Assets-Noncurrent,"Non-Current Assets Other, Five Year Annualized Growth",884
AstNonCurOtherGr%A,Balance Sheet,Assets-Noncurrent,"Non-Current Assets Other, Growth Annual",884
AstNonCurOtherGr%PQ,Balance Sheet,Assets-Noncurrent,"Non-Current Assets Other, Q vs Previous Q Growth",884
AstNonCurOtherGr%PQTTM,Balance Sheet,Assets-Noncurrent,"Non-Current Assets Other, Trailing Twelve Months Growth 1Q Ago",884
AstNonCurOtherGr%PYQ,Balance Sheet,Assets-Noncurrent,"Non-Current Assets Other, Q vs 1 year ago Q Growth",884
AstNonCurOtherGr%TTM,Balance Sheet,Assets-Noncurrent,"Non-Current Assets Other, Trailing Twelve Months Growth",884
AstNonCurOtherPQ,Balance Sheet,Assets-Noncurrent,"Non-Current Assets Other, Previous Quarter",884
AstNonCurOtherPSA,Balance Sheet,Assets-Noncurrent,"Non-Current Assets Other, Annual Per Share",884
AstNonCurOtherPSQ,Balance Sheet,Assets-Noncurrent,"Non-Current Assets Other, Quarterly Per Share",884
AstNonCurOtherPTM,Balance Sheet,Assets-Noncurrent,"Non-Current Assets Other, Previous Trailing 12 Months",884
AstNonCurOtherPY,Balance Sheet,Assets-Noncurrent,"Non-Current Assets Other, Previous Year",884
AstNonCurOtherPYQ,Balance Sheet,Assets-Noncurrent,"Non-Current Assets Other, Previous Quarter 1 Year Ago",884
AstNonCurOtherQ,Balance Sheet,Assets-Noncurrent,"Non-Current Assets Other, Latest Quarter",884
AstNonCurOtherRegEstANN,Balance Sheet,Assets-Noncurrent,"Non-Current Assets Other, Ten Year Regression Estimate",884
AstNonCurOtherRegEstTTM,Balance Sheet,Assets-Noncurrent,"Non-Current Assets Other, Five Year Regression Estimate",884
AstNonCurOtherRegGr%ANN,Balance Sheet,Assets-Noncurrent,"Non-Current Assets Other, Ten Year Regression Estimate",884
AstNonCurOtherRegGr%TTM,Balance Sheet,Assets-Noncurrent,"Non-Current Assets Other, Five Year Regression Growth",884
AstNonCurOtherRSD%ANN,Balance Sheet,Assets-Noncurrent,"Non-Current Assets Other, Ten Year Relative Standard Deviation",884
AstNonCurOtherRSD%TTM,Balance Sheet,Assets-Noncurrent,"Non-Current Assets Other, Five Year Relative Standard Deviation",884
AstNonCurOtherTTM,Balance Sheet,Assets-Noncurrent,"Non-Current Assets Other, Trailing 12 Months",884
AstTot%AssetsA,Balance Sheet,Assets-Noncurrent,"Total Assets, % of Annual Assets",885
AstTot%AssetsQ,Balance Sheet,Assets-Noncurrent,"Total Assets, % of Quarterly Assets",885
AstTot3YAvg,Balance Sheet,Assets-Noncurrent,"Total Assets, Three Year Average",885
AstTot5YAvg,Balance Sheet,Assets-Noncurrent,"Total Assets, Five Year Average",885
AstTotA,Balance Sheet,Assets-Noncurrent,"Total Assets, Latest Year",885
AstTotGr%10Y,Balance Sheet,Assets-Noncurrent,"Total Assets, Ten Year Annualized Growth",885
AstTotGr%3Y,Balance Sheet,Assets-Noncurrent,"Total Assets, Three Year Annualized Growth",885
AstTotGr%5Y,Balance Sheet,Assets-Noncurrent,"Total Assets, Five Year Annualized Growth",885
AstTotGr%A,Balance Sheet,Assets-Noncurrent,"Total Assets, Growth Annual",885
AstTotGr%PQ,Balance Sheet,Assets-Noncurrent,"Total Assets, Q vs Previous Q Growth",885
AstTotGr%PQTTM,Balance Sheet,Assets-Noncurrent,"Total Assets, Trailing Twelve Months Growth 1Q Ago",885
AstTotGr%PYQ,Balance Sheet,Assets-Noncurrent,"Total Assets, Q vs 1 year ago Q Growth",885
AstTotGr%TTM,Balance Sheet,Assets-Noncurrent,"Total Assets, Trailing Twelve Months Growth",885
AstTotPQ,Balance Sheet,Assets-Noncurrent,"Total Assets, Previous Quarter",885
AstTotPSA,Balance Sheet,Assets-Noncurrent,"Total Assets, Annual Per Share",885
AstTotPSQ,Balance Sheet,Assets-Noncurrent,"Total Assets, Quarterly Per Share",885
AstTotPTM,Balance Sheet,Assets-Noncurrent,"Total Assets, Previous Trailing 12 Months",885
AstTotPY,Balance Sheet,Assets-Noncurrent,"Total Assets, Previous Year",885
AstTotPYQ,Balance Sheet,Assets-Noncurrent,"Total Assets, Previous Quarter 1 Year Ago",885
AstTotQ,Balance Sheet,Assets-Noncurrent,"Total Assets, Latest Quarter",885
AstTotRegEstANN,Balance Sheet,Assets-Noncurrent,"Total Assets, Ten Year Regression Estimate",885
AstTotRegEstTTM,Balance Sheet,Assets-Noncurrent,"Total Assets, Five Year Regression Estimate",885
AstTotRegGr%ANN,Balance Sheet,Assets-Noncurrent,"Total Assets, Ten Year Regression Estimate",885
AstTotRegGr%TTM,Balance Sheet,Assets-Noncurrent,"Total Assets, Five Year Regression Growth",885
AstTotRSD%ANN,Balance Sheet,Assets-Noncurrent,"Total Assets, Ten Year Relative Standard Deviation",885
AstTotRSD%TTM,Balance Sheet,Assets-Noncurrent,"Total Assets, Five Year Relative Standard Deviation",885
AstTotTTM,Balance Sheet,Assets-Noncurrent,"Total Assets, Trailing 12 Months",885
Goodwill%AssetsA,Balance Sheet,Assets-Noncurrent,"Goodwill, % of Annual Assets",898
Goodwill%AssetsQ,Balance Sheet,Assets-Noncurrent,"Goodwill, % of Quarterly Assets",898
Goodwill3YAvg,Balance Sheet,Assets-Noncurrent,"Goodwill, Three Year Average",898
Goodwill5YAvg,Balance Sheet,Assets-Noncurrent,"Goodwill, Five Year Average",898
GoodwillA,Balance Sheet,Assets-Noncurrent,"Goodwill, Latest Year",898
GoodwillGr%10Y,Balance Sheet,Assets-Noncurrent,"Goodwill, Ten Year Annualized Growth",898
GoodwillGr%3Y,Balance Sheet,Assets-Noncurrent,"Goodwill, Three Year Annualized Growth",898
GoodwillGr%5Y,Balance Sheet,Assets-Noncurrent,"Goodwill, Five Year Annualized Growth",898
GoodwillGr%A,Balance Sheet,Assets-Noncurrent,"Goodwill, Growth Annual",898
GoodwillGr%PQ,Balance Sheet,Assets-Noncurrent,"Goodwill, Q vs Previous Q Growth",898
GoodwillGr%PQTTM,Balance Sheet,Assets-Noncurrent,"Goodwill, Trailing Twelve Months Growth 1Q Ago",898
GoodwillGr%PYQ,Balance Sheet,Assets-Noncurrent,"Goodwill, Q vs 1 year ago Q Growth",898
GoodwillGr%TTM,Balance Sheet,Assets-Noncurrent,"Goodwill, Trailing Twelve Months Growth",898
GoodwillPQ,Balance Sheet,Assets-Noncurrent,"Goodwill, Previous Quarter",898
GoodwillPSA,Balance Sheet,Assets-Noncurrent,"Goodwill, Annual Per Share",898
GoodwillPSQ,Balance Sheet,Assets-Noncurrent,"Goodwill, Quarterly Per Share",898
GoodwillPTM,Balance Sheet,Assets-Noncurrent,"Goodwill, Previous Trailing 12 Months",898
GoodwillPY,Balance Sheet,Assets-Noncurrent,"Goodwill, Previous Year",898
GoodwillPYQ,Balance Sheet,Assets-Noncurrent,"Goodwill, Previous Quarter 1 Year Ago",898
GoodwillQ,Balance Sheet,Assets-Noncurrent,"Goodwill, Latest Quarter",898
GoodwillRegEstANN,Balance Sheet,Assets-Noncurrent,"Goodwill, Ten Year Regression Estimate",898
GoodwillRegEstTTM,Balance Sheet,Assets-Noncurrent,"Goodwill, Five Year Regression Estimate",898
GoodwillRegGr%ANN,Balance Sheet,Assets-Noncurrent,"Goodwill, Ten Year Regression Estimate",898
GoodwillRegGr%TTM,Balance Sheet,Assets-Noncurrent,"Goodwill, Five Year Regression Growth",898
GoodwillRSD%ANN,Balance Sheet,Assets-Noncurrent,"Goodwill, Ten Year Relative Standard Deviation",898
GoodwillRSD%TTM,Balance Sheet,Assets-Noncurrent,"Goodwill, Five Year Relative Standard Deviation",898
GoodwillTTM,Balance Sheet,Assets-Noncurrent,"Goodwill, Trailing 12 Months",898
GrossPlant%AssetsA,Balance Sheet,Assets-Noncurrent,"Gross Property Plant and Equipment, % of Annual Assets",899
GrossPlant%AssetsQ,Balance Sheet,Assets-Noncurrent,"Gross Property Plant and Equipment, % of Quarterly Assets",899
GrossPlant3YAvg,Balance Sheet,Assets-Noncurrent,"Gross Property Plant and Equipment, Three Year Average",899
GrossPlant5YAvg,Balance Sheet,Assets-Noncurrent,"Gross Property Plant and Equipment, Five Year Average",899
GrossPlantA,Balance Sheet,Assets-Noncurrent,"Gross Property Plant and Equipment, Latest Year",899
GrossPlantGr%10Y,Balance Sheet,Assets-Noncurrent,"Gross Property Plant and Equipment, Ten Year Annualized Growth",899
GrossPlantGr%3Y,Balance Sheet,Assets-Noncurrent,"Gross Property Plant and Equipment, Three Year Annualized Growth",899
GrossPlantGr%5Y,Balance Sheet,Assets-Noncurrent,"Gross Property Plant and Equipment, Five Year Annualized Growth",899
GrossPlantGr%A,Balance Sheet,Assets-Noncurrent,"Gross Property Plant and Equipment, Growth Annual",899
GrossPlantGr%PQ,Balance Sheet,Assets-Noncurrent,"Gross Property Plant and Equipment, Q vs Previous Q Growth",899
GrossPlantGr%PQTTM,Balance Sheet,Assets-Noncurrent,"Gross Property Plant and Equipment, Trailing Twelve Months Growth 1Q Ago",899
GrossPlantGr%PYQ,Balance Sheet,Assets-Noncurrent,"Gross Property Plant and Equipment, Q vs 1 year ago Q Growth",899
GrossPlantGr%TTM,Balance Sheet,Assets-Noncurrent,"Gross Property Plant and Equipment, Trailing Twelve Months Growth",899
GrossPlantPQ,Balance Sheet,Assets-Noncurrent,"Gross Property Plant and Equipment, Previous Quarter",899
GrossPlantPSA,Balance Sheet,Assets-Noncurrent,"Gross Property Plant and Equipment, Annual Per Share",899
GrossPlantPSQ,Balance Sheet,Assets-Noncurrent,"Gross Property Plant and Equipment, Quarterly Per Share",899
GrossPlantPTM,Balance Sheet,Assets-Noncurrent,"Gross Property Plant and Equipment, Previous Trailing 12 Months",899
GrossPlantPY,Balance Sheet,Assets-Noncurrent,"Gross Property Plant and Equipment, Previous Year",899
GrossPlantPYQ,Balance Sheet,Assets-Noncurrent,"Gross Property Plant and Equipment, Previous Quarter 1 Year Ago",899
GrossPlantQ,Balance Sheet,Assets-Noncurrent,"Gross Property Plant and Equipment, Latest Quarter",899
GrossPlantRegEstANN,Balance Sheet,Assets-Noncurrent,"Gross Property Plant and Equipment, Ten Year Regression Estimate",899
GrossPlantRegEstTTM,Balance Sheet,Assets-Noncurrent,"Gross Property Plant and Equipment, Five Year Regression Estimate",899
GrossPlantRegGr%ANN,Balance Sheet,Assets-Noncurrent,"Gross Property Plant and Equipment, Ten Year Regression Estimate",899
GrossPlantRegGr%TTM,Balance Sheet,Assets-Noncurrent,"Gross Property Plant and Equipment, Five Year Regression Growth",899
GrossPlantRSD%ANN,Balance Sheet,Assets-Noncurrent,"Gross Property Plant and Equipment, Ten Year Relative Standard Deviation",899
GrossPlantRSD%TTM,Balance Sheet,Assets-Noncurrent,"Gross Property Plant and Equipment, Five Year Relative Standard Deviation",899
GrossPlantTTM,Balance Sheet,Assets-Noncurrent,"Gross Property Plant and Equipment, Trailing 12 Months",899
IntanOther%AssetsA,Balance Sheet,Assets-Noncurrent,"Other Intangibles, % of Annual Assets",1386
IntanOther%AssetsQ,Balance Sheet,Assets-Noncurrent,"Other Intangibles, % of Quarterly Assets",1386
IntanOther3YAvg,Balance Sheet,Assets-Noncurrent,"Other Intangibles, Three Year Average",1386
IntanOther5YAvg,Balance Sheet,Assets-Noncurrent,"Other Intangibles, Five Year Average",1386
IntanOtherA,Balance Sheet,Assets-Noncurrent,"Other Intangibles, Latest Year",1386
IntanOtherGr%10Y,Balance Sheet,Assets-Noncurrent,"Other Intangibles, Ten Year Annualized Growth",1386
IntanOtherGr%3Y,Balance Sheet,Assets-Noncurrent,"Other Intangibles, Three Year Annualized Growth",1386
IntanOtherGr%5Y,Balance Sheet,Assets-Noncurrent,"Other Intangibles, Five Year Annualized Growth",1386
IntanOtherGr%A,Balance Sheet,Assets-Noncurrent,"Other Intangibles, Growth Annual",1386
IntanOtherGr%PQ,Balance Sheet,Assets-Noncurrent,"Other Intangibles, Q vs Previous Q Growth",1386
IntanOtherGr%PQTTM,Balance Sheet,Assets-Noncurrent,"Other Intangibles, Trailing Twelve Months Growth 1Q Ago",1386
IntanOtherGr%PYQ,Balance Sheet,Assets-Noncurrent,"Other Intangibles, Q vs 1 year ago Q Growth",1386
IntanOtherGr%TTM,Balance Sheet,Assets-Noncurrent,"Other Intangibles, Trailing Twelve Months Growth",1386
IntanOtherPQ,Balance Sheet,Assets-Noncurrent,"Other Intangibles, Previous Quarter",1386
IntanOtherPSA,Balance Sheet,Assets-Noncurrent,"Other Intangibles, Annual Per Share",1386
IntanOtherPSQ,Balance Sheet,Assets-Noncurrent,"Other Intangibles, Quarterly Per Share",1386
IntanOtherPTM,Balance Sheet,Assets-Noncurrent,"Other Intangibles, Previous Trailing 12 Months",1386
IntanOtherPY,Balance Sheet,Assets-Noncurrent,"Other Intangibles, Previous Year",1386
IntanOtherPYQ,Balance Sheet,Assets-Noncurrent,"Other Intangibles, Previous Quarter 1 Year Ago",1386
IntanOtherQ,Balance Sheet,Assets-Noncurrent,"Other Intangibles, Latest Quarter",1386
IntanOtherRegEstANN,Balance Sheet,Assets-Noncurrent,"Other Intangibles, Ten Year Regression Estimate",1386
IntanOtherRegEstTTM,Balance Sheet,Assets-Noncurrent,"Other Intangibles, Five Year Regression Estimate",1386
IntanOtherRegGr%ANN,Balance Sheet,Assets-Noncurrent,"Other Intangibles, Ten Year Regression Estimate",1386
IntanOtherRegGr%TTM,Balance Sheet,Assets-Noncurrent,"Other Intangibles, Five Year Regression Growth",1386
IntanOtherRSD%ANN,Balance Sheet,Assets-Noncurrent,"Other Intangibles, Ten Year Relative Standard Deviation",1386
IntanOtherRSD%TTM,Balance Sheet,Assets-Noncurrent,"Other Intangibles, Five Year Relative Standard Deviation",1386
IntanOtherTTM,Balance Sheet,Assets-Noncurrent,"Other Intangibles, Trailing 12 Months",1386
InvstAdvOther%AssetsA,Balance Sheet,Assets-Noncurrent,"Investments and Advances Other, % of Annual Assets",902
InvstAdvOther%AssetsQ,Balance Sheet,Assets-Noncurrent,"Investments and Advances Other, % of Quarterly Assets",902
InvstAdvOther3YAvg,Balance Sheet,Assets-Noncurrent,"Investments and Advances Other, Three Year Average",902
InvstAdvOther5YAvg,Balance Sheet,Assets-Noncurrent,"Investments and Advances Other, Five Year Average",902
InvstAdvOtherA,Balance Sheet,Assets-Noncurrent,"Investments and Advances Other, Latest Year",902
InvstAdvOtherGr%10Y,Balance Sheet,Assets-Noncurrent,"Investments and Advances Other, Ten Year Annualized Growth",902
InvstAdvOtherGr%3Y,Balance Sheet,Assets-Noncurrent,"Investments and Advances Other, Three Year Annualized Growth",902
InvstAdvOtherGr%5Y,Balance Sheet,Assets-Noncurrent,"Investments and Advances Other, Five Year Annualized Growth",902
InvstAdvOtherGr%A,Balance Sheet,Assets-Noncurrent,"Investments and Advances Other, Growth Annual",902
InvstAdvOtherGr%PQ,Balance Sheet,Assets-Noncurrent,"Investments and Advances Other, Q vs Previous Q Growth",902
InvstAdvOtherGr%PQTTM,Balance Sheet,Assets-Noncurrent,"Investments and Advances Other, Trailing Twelve Months Growth 1Q Ago",902
InvstAdvOtherGr%PYQ,Balance Sheet,Assets-Noncurrent,"Investments and Advances Other, Q vs 1 year ago Q Growth",902
InvstAdvOtherGr%TTM,Balance Sheet,Assets-Noncurrent,"Investments and Advances Other, Trailing Twelve Months Growth",902
InvstAdvOtherPQ,Balance Sheet,Assets-Noncurrent,"Investments and Advances Other, Previous Quarter",902
InvstAdvOtherPSA,Balance Sheet,Assets-Noncurrent,"Investments and Advances Other, Annual Per Share",902
InvstAdvOtherPSQ,Balance Sheet,Assets-Noncurrent,"Investments and Advances Other, Quarterly Per Share",902
InvstAdvOtherPTM,Balance Sheet,Assets-Noncurrent,"Investments and Advances Other, Previous Trailing 12 Months",902
InvstAdvOtherPY,Balance Sheet,Assets-Noncurrent,"Investments and Advances Other, Previous Year",902
InvstAdvOtherPYQ,Balance Sheet,Assets-Noncurrent,"Investments and Advances Other, Previous Quarter 1 Year Ago",902
InvstAdvOtherQ,Balance Sheet,Assets-Noncurrent,"Investments and Advances Other, Latest Quarter",902
InvstAdvOtherRegEstANN,Balance Sheet,Assets-Noncurrent,"Investments and Advances Other, Ten Year Regression Estimate",902
InvstAdvOtherRegEstTTM,Balance Sheet,Assets-Noncurrent,"Investments and Advances Other, Five Year Regression Estimate",902
InvstAdvOtherRegGr%ANN,Balance Sheet,Assets-Noncurrent,"Investments and Advances Other, Ten Year Regression Estimate",902
InvstAdvOtherRegGr%TTM,Balance Sheet,Assets-Noncurrent,"Investments and Advances Other, Five Year Regression Growth",902
InvstAdvOtherRSD%ANN,Balance Sheet,Assets-Noncurrent,"Investments and Advances Other, Ten Year Relative Standard Deviation",902
InvstAdvOtherRSD%TTM,Balance Sheet,Assets-Noncurrent,"Investments and Advances Other, Five Year Relative Standard Deviation",902
InvstAdvOtherTTM,Balance Sheet,Assets-Noncurrent,"Investments and Advances Other, Trailing 12 Months",902
InvstEq%AssetsA,Balance Sheet,Assets-Noncurrent,"Equity Investments, % of Annual Assets",1385
